miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-mir-374a	hg19:X:73507165-73507182:-	2	0.654529	N	mature,MIMAT0000727
hsa-mir-374b	hg19:X:73438392-73438414:-	3	0.981794	N	star,MIMAT0004956
hsa-mir-374b	hg19:X:73438421-73438444:-	6	1.963588	N	mature,MIMAT0004955
hsa-mir-374b	hg19:X:73438422-73438444:-	60	19.635879	N	mature,MIMAT0004955
hsa-mir-374b	hg19:X:73438423-73438443:-	3	0.981794	N	mature,MIMAT0004955
hsa-mir-374b	hg19:X:73438423-73438444:-	78	25.526642	N	mature,MIMAT0004955
hsa-mir-374b	hg19:X:73438424-73438444:-	21	6.872558	N	mature,MIMAT0004955
hsa-mir-374b	hg19:X:73438425-73438444:-	2	0.654529	N	mature,MIMAT0004955
hsa-mir-374b	hg19:X:73438427-73438444:-	1	0.327265	N	mature,MIMAT0004955
hsa-mir-375	hg19:2:219866370-219866391:-	62	20.290408	N	mature,MIMAT0000728
hsa-mir-375	hg19:2:219866370-219866392:-	1201	393.044841	N	mature,MIMAT0000728
hsa-mir-375	hg19:2:219866370-219866393:-	13	4.254440	N	mature,MIMAT0000728
hsa-mir-375	hg19:2:219866371-219866391:-	2	0.654529	N	mature,MIMAT0000728
hsa-mir-375	hg19:2:219866371-219866392:-	118	38.617228	N	mature,MIMAT0000728
hsa-mir-375	hg19:2:219866371-219866393:-	5	1.636323	N	mature,MIMAT0000728
hsa-mir-375	hg19:2:219866372-219866392:-	13	4.254440	N	mature,MIMAT0000728
hsa-mir-375	hg19:2:219866372-219866393:-	4	1.309059	N	mature,MIMAT0000728
hsa-mir-375	hg19:2:219866373-219866392:-	20	6.545293	N	mature,MIMAT0000728
hsa-mir-375	hg19:2:219866373-219866393:-	3	0.981794	N	mature,MIMAT0000728
hsa-mir-375	hg19:2:219866374-219866392:-	2	0.654529	N	mature,MIMAT0000728
hsa-mir-375	hg19:2:219866377-219866392:-	1	0.327265	N	mature,MIMAT0000728
hsa-mir-376a-1	hg19:14:101507162-101507183:+	1	0.327265	N	mature,MIMAT0000729
hsa-mir-376a-2	hg19:14:101506455-101506476:+	1	0.327265	N	mature,MIMAT0000729
hsa-mir-376c	hg19:14:101506069-101506086:+	1	0.327265	N	mature,MIMAT0000720
hsa-mir-376c	hg19:14:101506069-101506090:+	6	1.963588	N	mature,MIMAT0000720
hsa-mir-376c	hg19:14:101506069-101506091:+	1	0.327265	N	mature,MIMAT0000720
hsa-mir-377	hg19:14:101528393-101528414:+	1	0.327265	N	star,MIMAT0004689
hsa-mir-377	hg19:14:101528393-101528415:+	1	0.327265	N	star,MIMAT0004689
hsa-mir-377	hg19:14:101528431-101528452:+	2	0.654529	N	mature,MIMAT0000730
hsa-mir-377	hg19:14:101528431-101528453:+	1	0.327265	N	mature,MIMAT0000730
hsa-mir-378	hg19:5:149112391-149112413:+	1	0.327265	N	star,MIMAT0000731
hsa-mir-378	hg19:5:149112392-149112412:+	9	2.945382	N	star,MIMAT0000731
hsa-mir-378	hg19:5:149112392-149112413:+	141	46.144315	N	star,MIMAT0000731
hsa-mir-378	hg19:5:149112392-149112414:+	124	40.580816	N	star,MIMAT0000731
hsa-mir-378	hg19:5:149112393-149112413:+	3	0.981794	N	star,MIMAT0000731
hsa-mir-378	hg19:5:149112393-149112414:+	8	2.618117	N	star,MIMAT0000731
hsa-mir-378	hg19:5:149112393-149112415:+	2	0.654529	N	star,MIMAT0000731
hsa-mir-378	hg19:5:149112394-149112416:+	1	0.327265	N	star,MIMAT0000731
hsa-mir-378	hg19:5:149112429-149112451:+	8	2.618117	N	mature,MIMAT0000732
hsa-mir-378	hg19:5:149112429-149112452:+	7	2.290853	N	mature,MIMAT0000732
hsa-mir-378	hg19:5:149112430-149112452:+	1722	563.549722	N	mature,MIMAT0000732
hsa-mir-378	hg19:5:149112430-149112453:+	1	0.327265	N	mature,MIMAT0000732
hsa-mir-378	hg19:5:149112431-149112453:+	2	0.654529	N	mature,MIMAT0000732
hsa-mir-378	hg19:5:149112431-149112454:+	1	0.327265	N	mature,MIMAT0000732
hsa-mir-378c	hg19:10:132760901-132760921:-	4	1.309059	N	mature,MIMAT0016847
hsa-mir-378c	hg19:10:132760901-132760922:-	13	4.254440	N	mature,MIMAT0016847
hsa-mir-379	hg19:14:101488407-101488427:+	1	0.327265	N	mature,MIMAT0000733
hsa-mir-379	hg19:14:101488408-101488426:+	4	1.309059	N	mature,MIMAT0000733
hsa-mir-379	hg19:14:101488408-101488427:+	2	0.654529	N	mature,MIMAT0000733
hsa-mir-379	hg19:14:101488408-101488428:+	269	88.034190	N	mature,MIMAT0000733
hsa-mir-379	hg19:14:101488408-101488429:+	582	190.468024	N	mature,MIMAT0000733
hsa-mir-379	hg19:14:101488408-101488430:+	12	3.927176	N	mature,MIMAT0000733
hsa-mir-379	hg19:14:101488446-101488465:+	1	0.327265	N	star,MIMAT0004690
hsa-mir-380	hg19:14:101491357-101491379:+	2	0.654529	N	star,MIMAT0000734
hsa-mir-381	hg19:14:101512305-101512326:+	39	12.763321	N	mature,MIMAT0000736
hsa-mir-381	hg19:14:101512305-101512327:+	11	3.599911	N	mature,MIMAT0000736
hsa-mir-382	hg19:14:101520633-101520653:+	4	1.309059	N	precursor
hsa-mir-382	hg19:14:101520634-101520653:+	2	0.654529	N	precursor
hsa-mir-382	hg19:14:101520653-101520673:+	1	0.327265	N	mature,MIMAT0000737
hsa-mir-382	hg19:14:101520653-101520675:+	8	2.618117	N	mature,MIMAT0000737
hsa-mir-382	hg19:14:101520654-101520675:+	3	0.981794	N	mature,MIMAT0000737
hsa-mir-382	hg19:14:101520655-101520675:+	3	0.981794	N	mature,MIMAT0000737
hsa-mir-382	hg19:14:101520689-101520709:+	1	0.327265	N	unannotated
hsa-mir-382	hg19:14:101520689-101520710:+	1	0.327265	N	unannotated
hsa-mir-382	hg19:14:101520689-101520711:+	1	0.327265	N	unannotated
hsa-mir-3909	hg19:22:35731702-35731723:+	1	0.327265	N	mature,MIMAT0018183
hsa-mir-3909	hg19:22:35731703-35731723:+	1	0.327265	N	mature,MIMAT0018183
hsa-mir-3911	hg19:9:130453042-130453064:-	1	0.327265	N	mature,MIMAT0018185
hsa-mir-3911	hg19:9:130453043-130453064:-	2	0.654529	N	mature,MIMAT0018185
hsa-mir-3912	hg19:5:170813681-170813703:-	1	0.327265	N	mature,MIMAT0018186
hsa-mir-3912	hg19:5:170813682-170813702:-	1	0.327265	N	mature,MIMAT0018186
hsa-mir-3912	hg19:5:170813682-170813703:-	8	2.618117	N	mature,MIMAT0018186
hsa-mir-3912	hg19:5:170813683-170813703:-	1	0.327265	N	mature,MIMAT0018186
hsa-mir-3913-1	hg19:12:69978517-69978539:-	1	0.327265	N	unannotated
hsa-mir-3913-1	hg19:12:69978558-69978580:-	1	0.327265	N	mature,MIMAT0018187
hsa-mir-3913-1	hg19:12:69978559-69978580:-	2	0.654529	N	mature,MIMAT0018187
hsa-mir-3913-1	hg19:12:69978559-69978581:-	3	0.981794	N	mature,MIMAT0018187
hsa-mir-3913-1	hg19:12:69978560-69978581:-	1	0.327265	N	mature,MIMAT0018187
hsa-mir-3913-1	hg19:12:69978561-69978583:-	1	0.327265	N	mature,MIMAT0018187
hsa-mir-3913-1	hg19:12:69978563-69978582:-	2	0.654529	N	mature,MIMAT0018187
hsa-mir-3917	hg19:1:26232871-26232893:-	1	0.327265	N	mature,MIMAT0018191
hsa-mir-3917	hg19:1:26232881-26232900:-	1	0.327265	N	mature,MIMAT0018191
hsa-mir-3917	hg19:1:26232882-26232901:-	1	0.327265	N	mature,MIMAT0018191
hsa-mir-3917	hg19:1:26232883-26232904:-	1	0.327265	N	mature,MIMAT0018191
hsa-mir-3922	hg19:12:104985462-104985483:+	1	0.327265	N	mature,MIMAT0018197
hsa-mir-3922	hg19:12:104985462-104985484:+	1	0.327265	N	mature,MIMAT0018197
hsa-mir-3922	hg19:12:104985463-104985485:+	3	0.981794	N	mature,MIMAT0018197
hsa-mir-3926-2	hg19:8:12584790-12584812:+	1	0.327265	N	unannotated
hsa-mir-3928	hg19:22:31556046-31556068:-	1	0.327265	N	mature,MIMAT0018205
hsa-mir-3928	hg19:22:31556046-31556069:-	1	0.327265	N	mature,MIMAT0018205
hsa-mir-3928	hg19:22:31556049-31556070:-	1	0.327265	N	mature,MIMAT0018205
hsa-mir-3929	hg19:18:33514051-33514074:-	1	0.327265	N	mature,MIMAT0018206
hsa-mir-3929	hg19:18:33514053-33514074:-	2	0.654529	N	mature,MIMAT0018206
hsa-mir-3929	hg19:18:33514054-33514074:-	2	0.654529	N	mature,MIMAT0018206
hsa-mir-3929	hg19:18:33514056-33514075:-	1	0.327265	N	mature,MIMAT0018206
hsa-mir-3934	hg19:6:33665929-33665951:+	6	1.963588	N	mature,MIMAT0018349
hsa-mir-3934	hg19:6:33665929-33665952:+	3	0.981794	N	mature,MIMAT0018349
hsa-mir-3934	hg19:6:33665968-33665988:+	2	0.654529	N	unannotated
hsa-mir-3934	hg19:6:33665968-33665989:+	2	0.654529	N	unannotated
hsa-mir-3934	hg19:6:33665968-33665990:+	7	2.290853	N	unannotated
hsa-mir-3939	hg19:6:167411319-167411340:-	1	0.327265	N	mature,MIMAT0018355
hsa-mir-3940	hg19:19:6416446-6416467:-	2	0.654529	N	mature,MIMAT0018356
hsa-mir-3940	hg19:19:6416447-6416467:-	1	0.327265	N	mature,MIMAT0018356
hsa-mir-3940	hg19:19:6416481-6416501:-	4	1.309059	N	unannotated
hsa-mir-3941	hg19:10:124176502-124176524:+	1	0.327265	N	unannotated
hsa-mir-3942	hg19:15:35664521-35664543:-	1	0.327265	N	mature,MIMAT0018358
hsa-mir-3942	hg19:15:35664522-35664543:-	1	0.327265	N	mature,MIMAT0018358
hsa-mir-3942	hg19:15:35664522-35664544:-	1	0.327265	N	mature,MIMAT0018358
hsa-mir-3944	hg19:10:135185089-135185106:-	1	0.327265	N	mature,MIMAT0018360
hsa-mir-409	hg19:14:101531651-101531672:+	2	0.654529	N	mature,MIMAT0001638
hsa-mir-409	hg19:14:101531651-101531675:+	1	0.327265	N	mature,MIMAT0001638
hsa-mir-409	hg19:14:101531682-101531701:+	3	0.981794	N	mature,MIMAT0001639
hsa-mir-409	hg19:14:101531682-101531702:+	3	0.981794	N	mature,MIMAT0001639
hsa-mir-409	hg19:14:101531682-101531703:+	1	0.327265	N	mature,MIMAT0001639
hsa-mir-409	hg19:14:101531682-101531704:+	2	0.654529	N	mature,MIMAT0001639
hsa-mir-409	hg19:14:101531682-101531705:+	1	0.327265	N	mature,MIMAT0001639
hsa-mir-409	hg19:14:101531683-101531700:+	1	0.327265	N	mature,MIMAT0001639
hsa-mir-409	hg19:14:101531683-101531702:+	4	1.309059	N	mature,MIMAT0001639
hsa-mir-409	hg19:14:101531683-101531703:+	1	0.327265	N	mature,MIMAT0001639
hsa-mir-409	hg19:14:101531683-101531705:+	7	2.290853	N	mature,MIMAT0001639
hsa-mir-409	hg19:14:101531684-101531705:+	3	0.981794	N	mature,MIMAT0001639
hsa-mir-410	hg19:14:101532298-101532319:+	42	13.745115	N	mature,MIMAT0002171
hsa-mir-410	hg19:14:101532301-101532319:+	1	0.327265	N	mature,MIMAT0002171
hsa-mir-411	hg19:14:101489676-101489695:+	1	0.327265	N	mature,MIMAT0003329
hsa-mir-411	hg19:14:101489676-101489698:+	3	0.981794	N	mature,MIMAT0003329
hsa-mir-411	hg19:14:101489677-101489697:+	1	0.327265	N	mature,MIMAT0003329
hsa-mir-411	hg19:14:101489677-101489698:+	7	2.290853	N	mature,MIMAT0003329
hsa-mir-411	hg19:14:101489712-101489730:+	1	0.327265	N	star,MIMAT0004813
hsa-mir-411	hg19:14:101489712-101489732:+	4	1.309059	N	star,MIMAT0004813
hsa-mir-411	hg19:14:101489712-101489733:+	1	0.327265	N	star,MIMAT0004813
hsa-mir-412	hg19:14:101531802-101531822:+	4	1.309059	N	unannotated
hsa-mir-412	hg19:14:101531802-101531823:+	3	0.981794	N	unannotated
hsa-mir-412	hg19:14:101531802-101531824:+	3	0.981794	N	unannotated
hsa-mir-412	hg19:14:101531802-101531825:+	3	0.981794	N	unannotated
hsa-mir-421	hg19:X:73438206-73438227:-	1	0.327265	N	precursor
hsa-mir-421	hg19:X:73438227-73438245:-	1	0.327265	N	mature,MIMAT0003339
hsa-mir-421	hg19:X:73438227-73438249:-	1	0.327265	N	mature,MIMAT0003339
hsa-mir-421	hg19:X:73438227-73438250:-	4	1.309059	N	mature,MIMAT0003339
hsa-mir-421	hg19:X:73438228-73438250:-	9	2.945382	N	mature,MIMAT0003339
hsa-mir-421	hg19:X:73438229-73438250:-	3	0.981794	N	mature,MIMAT0003339
hsa-mir-421	hg19:X:73438230-73438250:-	1	0.327265	N	mature,MIMAT0003339
hsa-mir-423	hg19:17:28444113-28444132:+	25	8.181616	N	mature,MIMAT0004748
hsa-mir-423	hg19:17:28444113-28444133:+	8	2.618117	N	mature,MIMAT0004748
hsa-mir-423	hg19:17:28444113-28444134:+	92	30.108348	N	mature,MIMAT0004748
hsa-mir-423	hg19:17:28444113-28444135:+	14	4.581705	N	mature,MIMAT0004748
hsa-mir-423	hg19:17:28444113-28444136:+	78	25.526642	N	mature,MIMAT0004748
hsa-mir-423	hg19:17:28444113-28444137:+	6	1.963588	N	mature,MIMAT0004748
hsa-mir-423	hg19:17:28444115-28444137:+	2	0.654529	N	mature,MIMAT0004748
hsa-mir-423	hg19:17:28444148-28444168:+	3	0.981794	N	mature,MIMAT0001340
hsa-mir-423	hg19:17:28444148-28444169:+	5	1.636323	N	mature,MIMAT0001340
hsa-mir-423	hg19:17:28444148-28444170:+	19	6.218028	N	mature,MIMAT0001340
hsa-mir-423	hg19:17:28444148-28444171:+	3	0.981794	N	mature,MIMAT0001340
hsa-mir-423	hg19:17:28444148-28444172:+	8	2.618117	N	mature,MIMAT0001340
hsa-mir-423	hg19:17:28444149-28444164:+	2	0.654529	N	mature,MIMAT0001340
hsa-mir-423	hg19:17:28444149-28444165:+	1	0.327265	N	mature,MIMAT0001340
hsa-mir-423	hg19:17:28444149-28444168:+	2	0.654529	N	mature,MIMAT0001340
hsa-mir-423	hg19:17:28444149-28444169:+	6	1.963588	N	mature,MIMAT0001340
hsa-mir-423	hg19:17:28444149-28444170:+	34	11.126998	N	mature,MIMAT0001340
hsa-mir-423	hg19:17:28444149-28444171:+	22	7.199822	N	mature,MIMAT0001340
hsa-mir-423	hg19:17:28444149-28444172:+	99	32.399200	N	mature,MIMAT0001340
hsa-mir-423	hg19:17:28444150-28444171:+	1	0.327265	N	mature,MIMAT0001340
hsa-mir-423	hg19:17:28444150-28444172:+	2	0.654529	N	mature,MIMAT0001340
hsa-mir-424	hg19:X:133680673-133680694:-	2	0.654529	N	star,MIMAT0004749
hsa-mir-424	hg19:X:133680674-133680694:-	1	0.327265	N	star,MIMAT0004749
hsa-mir-424	hg19:X:133680674-133680695:-	8	2.618117	N	star,MIMAT0004749
hsa-mir-424	hg19:X:133680675-133680695:-	2	0.654529	N	star,MIMAT0004749
hsa-mir-424	hg19:X:133680676-133680695:-	2	0.654529	N	star,MIMAT0004749
hsa-mir-424	hg19:X:133680677-133680695:-	1	0.327265	N	star,MIMAT0004749
hsa-mir-424	hg19:X:133680709-133680732:-	1	0.327265	N	mature,MIMAT0001341
hsa-mir-424	hg19:X:133680710-133680732:-	109	35.671847	N	mature,MIMAT0001341
hsa-mir-424	hg19:X:133680711-133680732:-	220	71.998222	N	mature,MIMAT0001341
hsa-mir-424	hg19:X:133680712-133680732:-	75	24.544849	N	mature,MIMAT0001341
hsa-mir-424	hg19:X:133680712-133680733:-	5	1.636323	N	mature,MIMAT0001341
hsa-mir-424	hg19:X:133680713-133680732:-	3	0.981794	N	mature,MIMAT0001341
hsa-mir-424	hg19:X:133680715-133680732:-	2	0.654529	N	mature,MIMAT0001341
hsa-mir-425	hg19:3:49057592-49057614:-	3	0.981794	N	star,MIMAT0001343
hsa-mir-425	hg19:3:49057592-49057615:-	1	0.327265	N	star,MIMAT0001343
hsa-mir-425	hg19:3:49057593-49057614:-	7	2.290853	N	star,MIMAT0001343
hsa-mir-425	hg19:3:49057593-49057615:-	7	2.290853	N	star,MIMAT0001343
hsa-mir-425	hg19:3:49057594-49057614:-	12	3.927176	N	star,MIMAT0001343
hsa-mir-425	hg19:3:49057594-49057615:-	15	4.908970	N	star,MIMAT0001343
hsa-mir-425	hg19:3:49057595-49057615:-	1	0.327265	N	star,MIMAT0001343
hsa-mir-425	hg19:3:49057630-49057653:-	1	0.327265	N	mature,MIMAT0003393
hsa-mir-425	hg19:3:49057630-49057654:-	32	10.472469	N	mature,MIMAT0003393
hsa-mir-425	hg19:3:49057630-49057655:-	16	5.236234	N	mature,MIMAT0003393
hsa-mir-425	hg19:3:49057631-49057654:-	59	19.308614	N	mature,MIMAT0003393
hsa-mir-425	hg19:3:49057631-49057655:-	57	18.654085	N	mature,MIMAT0003393
hsa-mir-425	hg19:3:49057632-49057653:-	13	4.254440	N	mature,MIMAT0003393
hsa-mir-425	hg19:3:49057632-49057654:-	63	20.617673	N	mature,MIMAT0003393
hsa-mir-425	hg19:3:49057632-49057655:-	382	125.015095	N	mature,MIMAT0003393
hsa-mir-425	hg19:3:49057633-49057653:-	5	1.636323	N	mature,MIMAT0003393
hsa-mir-425	hg19:3:49057633-49057654:-	28	9.163410	N	mature,MIMAT0003393
hsa-mir-425	hg19:3:49057633-49057655:-	154	50.398756	N	mature,MIMAT0003393
hsa-mir-425	hg19:3:49057634-49057654:-	26	8.508881	N	mature,MIMAT0003393
hsa-mir-425	hg19:3:49057634-49057655:-	217	71.016428	N	mature,MIMAT0003393
hsa-mir-425	hg19:3:49057635-49057654:-	3	0.981794	N	mature,MIMAT0003393
hsa-mir-425	hg19:3:49057635-49057655:-	27	8.836145	N	mature,MIMAT0003393
hsa-mir-425	hg19:3:49057636-49057654:-	1	0.327265	N	mature,MIMAT0003393
hsa-mir-425	hg19:3:49057636-49057655:-	11	3.599911	N	mature,MIMAT0003393
hsa-mir-425	hg19:3:49057637-49057654:-	1	0.327265	N	mature,MIMAT0003393
hsa-mir-425	hg19:3:49057637-49057655:-	2	0.654529	N	mature,MIMAT0003393
hsa-mir-425	hg19:3:49057655-49057677:-	1	0.327265	N	precursor
hsa-mir-4286	hg19:8:10524498-10524518:+	1	0.327265	N	mature,MIMAT0016916
hsa-mir-429	hg19:1:1104380-1104400:+	1	0.327265	N	unannotated
hsa-mir-429	hg19:1:1104381-1104400:+	1	0.327265	N	unannotated
hsa-mir-429	hg19:1:1104401-1104420:+	1	0.327265	N	unannotated
hsa-mir-429	hg19:1:1104401-1104421:+	4	1.309059	N	unannotated
hsa-mir-429	hg19:1:1104401-1104422:+	1	0.327265	N	unannotated
hsa-mir-429	hg19:1:1104401-1104423:+	5	1.636323	N	unannotated
hsa-mir-429	hg19:1:1104433-1104455:+	1	0.327265	N	mature,MIMAT0001536
hsa-mir-429	hg19:1:1104434-1104456:+	2	0.654529	N	mature,MIMAT0001536
hsa-mir-429	hg19:1:1104434-1104457:+	2	0.654529	N	mature,MIMAT0001536
hsa-mir-429	hg19:1:1104435-1104455:+	4	1.309059	N	mature,MIMAT0001536
hsa-mir-429	hg19:1:1104435-1104456:+	35	11.454263	N	mature,MIMAT0001536
hsa-mir-429	hg19:1:1104435-1104457:+	172	56.289519	N	mature,MIMAT0001536
hsa-mir-429	hg19:1:1104439-1104457:+	1	0.327265	N	mature,MIMAT0001536
hsa-mir-431	hg19:14:101347363-101347382:+	4	1.309059	N	mature,MIMAT0001625
hsa-mir-431	hg19:14:101347363-101347384:+	2	0.654529	N	mature,MIMAT0001625
hsa-mir-431	hg19:14:101347363-101347385:+	1	0.327265	N	mature,MIMAT0001625
hsa-mir-431	hg19:14:101347403-101347423:+	2	0.654529	N	star,MIMAT0004757
hsa-mir-431	hg19:14:101347403-101347425:+	2	0.654529	N	star,MIMAT0004757
hsa-mir-431	hg19:14:101347403-101347426:+	1	0.327265	N	star,MIMAT0004757
hsa-mir-431	hg19:14:101347403-101347427:+	2	0.654529	N	star,MIMAT0004757
hsa-mir-431	hg19:14:101347404-101347424:+	1	0.327265	N	star,MIMAT0004757
hsa-mir-431	hg19:14:101347406-101347427:+	2	0.654529	N	star,MIMAT0004757
hsa-mir-431	hg19:14:101347406-101347428:+	2	0.654529	N	star,MIMAT0004757
hsa-mir-432	hg19:14:101350833-101350853:+	1	0.327265	N	mature,MIMAT0002814
hsa-mir-432	hg19:14:101350833-101350855:+	1	0.327265	N	mature,MIMAT0002814
hsa-mir-433	hg19:14:101348286-101348306:+	1	0.327265	N	mature,MIMAT0001627
hsa-mir-449a	hg19:5:54466414-54466436:-	2	0.654529	N	mature,MIMAT0001541
hsa-mir-450a-1	hg19:X:133674423-133674445:-	2	0.654529	N	mature,MIMAT0001545
hsa-mir-450a-1	hg19:X:133674424-133674445:-	3	0.981794	N	mature,MIMAT0001545
hsa-mir-450a-1	hg19:X:133674425-133674445:-	3	0.981794	N	mature,MIMAT0001545
hsa-mir-450a-2	hg19:X:133674594-133674616:-	3	0.981794	N	mature,MIMAT0001545
hsa-mir-450a-2	hg19:X:133674595-133674616:-	3	0.981794	N	mature,MIMAT0001545
hsa-mir-450a-2	hg19:X:133674596-133674616:-	7	2.290853	N	mature,MIMAT0001545
hsa-mir-450b	hg19:X:133674261-133674283:-	6	1.963588	N	mature,MIMAT0004909
hsa-mir-450b	hg19:X:133674262-133674283:-	40	13.090586	N	mature,MIMAT0004909
hsa-mir-450b	hg19:X:133674263-133674283:-	2	0.654529	N	mature,MIMAT0004909
hsa-mir-450b	hg19:X:133674264-133674283:-	2	0.654529	N	mature,MIMAT0004909
hsa-mir-451	hg19:17:27188396-27188416:-	2	0.654529	N	unannotated
hsa-mir-451	hg19:17:27188396-27188418:-	1	0.327265	N	unannotated
hsa-mir-451	hg19:17:27188398-27188418:-	1	0.327265	N	unannotated
hsa-mir-451	hg19:17:27188402-27188423:-	1	0.327265	N	stemloop
hsa-mir-451	hg19:17:27188417-27188441:-	2	0.654529	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188417-27188443:-	10	3.272646	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188418-27188434:-	1	0.327265	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188418-27188439:-	1	0.327265	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188418-27188440:-	2	0.654529	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188418-27188441:-	6	1.963588	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188418-27188442:-	2	0.654529	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188418-27188443:-	69	22.581261	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188419-27188438:-	1	0.327265	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188419-27188441:-	2	0.654529	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188419-27188442:-	3	0.981794	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188419-27188443:-	91	29.781083	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188420-27188438:-	3	0.981794	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188420-27188439:-	1	0.327265	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188420-27188440:-	4	1.309059	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188420-27188441:-	296	96.870335	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188420-27188442:-	96	31.417406	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188420-27188443:-	4293	1404.947129	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188421-27188438:-	2	0.654529	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188421-27188439:-	4	1.309059	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188421-27188440:-	6	1.963588	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188421-27188441:-	335	109.633657	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188421-27188442:-	217	71.016428	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188421-27188443:-	14365	4701.156651	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188422-27188439:-	3	0.981794	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188422-27188440:-	7	2.290853	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188422-27188441:-	443	144.978239	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188422-27188442:-	525	171.813940	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188422-27188443:-	45045	14741.636016	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188423-27188440:-	3	0.981794	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188423-27188441:-	48	15.708703	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188423-27188442:-	305	99.815717	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188423-27188443:-	19638	6426.823134	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188424-27188441:-	3	0.981794	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188424-27188442:-	9	2.945382	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188424-27188443:-	821	268.684275	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188425-27188442:-	3	0.981794	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188425-27188443:-	425	139.087475	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188426-27188443:-	11	3.599911	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188427-27188443:-	11	3.599911	N	mature,MIMAT0001631
hsa-mir-451	hg19:17:27188428-27188443:-	10	3.272646	N	mature,MIMAT0001631
hsa-mir-452	hg19:X:151128111-151128133:-	17	5.563499	N	star,MIMAT0001636
hsa-mir-452	hg19:X:151128111-151128134:-	1	0.327265	N	star,MIMAT0001636
hsa-mir-452	hg19:X:151128112-151128134:-	2	0.654529	N	star,MIMAT0001636
hsa-mir-452	hg19:X:151128113-151128134:-	1	0.327265	N	star,MIMAT0001636
hsa-mir-452	hg19:X:151128114-151128134:-	2	0.654529	N	star,MIMAT0001636
hsa-mir-452	hg19:X:151128147-151128169:-	25	8.181616	N	mature,MIMAT0001635
hsa-mir-452	hg19:X:151128148-151128169:-	249	81.488897	N	mature,MIMAT0001635
hsa-mir-452	hg19:X:151128148-151128170:-	37	12.108792	N	mature,MIMAT0001635
hsa-mir-452	hg19:X:151128148-151128171:-	2	0.654529	N	mature,MIMAT0001635
hsa-mir-452	hg19:X:151128148-151128172:-	94	30.762877	N	mature,MIMAT0001635
hsa-mir-452	hg19:X:151128149-151128169:-	35	11.454263	N	mature,MIMAT0001635
hsa-mir-452	hg19:X:151128149-151128170:-	15	4.908970	N	mature,MIMAT0001635
hsa-mir-452	hg19:X:151128149-151128171:-	4	1.309059	N	mature,MIMAT0001635
hsa-mir-452	hg19:X:151128149-151128172:-	227	74.289075	N	mature,MIMAT0001635
hsa-mir-452	hg19:X:151128150-151128170:-	2	0.654529	N	mature,MIMAT0001635
hsa-mir-452	hg19:X:151128150-151128171:-	2	0.654529	N	mature,MIMAT0001635
hsa-mir-452	hg19:X:151128150-151128172:-	104	34.035523	N	mature,MIMAT0001635
hsa-mir-452	hg19:X:151128151-151128172:-	4	1.309059	N	mature,MIMAT0001635
hsa-mir-454	hg19:17:57215147-57215171:-	4	1.309059	N	mature,MIMAT0003885
hsa-mir-454	hg19:17:57215148-57215171:-	11	3.599911	N	mature,MIMAT0003885
hsa-mir-454	hg19:17:57215149-57215171:-	7	2.290853	N	mature,MIMAT0003885
